City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
271,singaraja,-8.112,115.0882,29.19,63,16,1.69,ID,1692932145
272,belyy yar,53.6039,91.3903,18.94,72,0,1.0,RU,1692932146
273,piti village,13.4626,144.6933,31.84,76,87,5.35,GU,1692932147
274,okha,53.5739,142.9478,17.83,64,41,6.91,RU,1692932148
275,leua,48.2156,18.6071,22.5,59,5,2.7,SK,1692932150
276,noumea,-22.2763,166.4572,21.99,70,52,5.87,NC,1692932138
277,rikaze,29.25,88.8833,15.68,52,98,1.29,CN,1692932152
278,bukama,-9.2,25.85,21.91,26,6,0.77,CD,1692932153
279,camiri,-20.05,-63.5167,16.99,64,67,1.38,BO,1692932154
280,lagoa seca,-7.1708,-35.8536,20.24,88,0,2.57,BR,1692932155
281,abepura,-2.6333,140.5833,32.45,52,20,3.09,ID,1692932157
282,borovskoy,53.8,64.15,12.57,53,48,2.99,KZ,1692932158
283,lunino,53.5918,45.2271,11.67,73,100,1.82,RU,1692932159
284,bakchar,57.0186,82.0711,17.76,93,100,1.96,RU,1692932160
285,thurso,58.5927,-3.5259,12.14,93,63,1.83,GB,1692932161
286,susuman,62.7833,148.1667,6.39,92,100,2.13,RU,1692932164
287,keflavik,64.0049,-22.5624,10.24,100,0,2.06,IS,1692932165
288,howrah,22.5892,88.3103,27.0,94,100,2.57,IN,1692932167
289,mata-utu,-13.2816,-176.1745,27.74,70,6,6.15,WF,1692932168
290,pacasmayo,-7.4006,-79.5714,19.73,86,99,6.5,PE,1692932169
291,pakxan,18.3778,103.6601,26.53,86,100,1.3,LA,1692932170
292,san antonio de pale,-1.4014,5.6325,23.06,90,80,4.76,GQ,1692932171
293,boende,-0.2167,20.8667,22.08,98,100,1.83,CD,1692932173
294,santa ana,33.7456,-117.8678,28.81,72,20,3.6,US,1692931905
295,upington,-28.4478,21.2561,10.21,32,0,1.03,ZA,1692932175
296,saint-louis,16.3333,-15.0,28.39,64,99,0.61,SN,1692932176
297,mahavelona,-17.6848,49.5087,19.3,94,51,2.69,MG,1692932178
298,coahuayana de hidalgo,18.7,-103.6583,25.99,90,100,0.71,MX,1692932179
299,trenton,40.217,-74.7429,21.61,91,100,2.06,US,1692932169
300,naze,28.3667,129.4833,27.51,72,100,0.42,JP,1692932181
301,hilo,19.7297,-155.09,26.25,90,100,4.12,US,1692932183
302,uliastay,47.7417,96.8444,15.84,53,27,1.26,MN,1692932184
303,namie,37.4833,141.0,34.29,67,8,0.89,JP,1692932186
304,zemio,5.0314,25.1361,19.75,97,43,0.44,CF,1692932187
305,gizo,-8.103,156.8419,26.69,83,100,10.44,SB,1692932188
306,laguna,38.421,-121.4238,32.47,53,0,6.69,US,1692932189
307,stepnoye,51.4,46.8667,13.44,82,100,2.23,RU,1692932190
308,ryotsu-minato,38.0833,138.4333,30.99,64,2,1.83,JP,1692932192
309,arica,-18.475,-70.3042,19.13,72,100,4.63,CL,1692931772
310,visakhapatnam,17.69,83.2093,29.91,63,96,3.52,IN,1692932194
311,cannonvale,-20.2833,148.7,21.66,66,0,8.16,AU,1692932195
312,yinchuan,38.4681,106.2731,17.12,67,100,7.33,CN,1692932197
313,vorkuta,67.5,64.0,6.78,97,100,6.2,RU,1692932198
314,bahjoi,28.4,78.6167,28.57,72,93,3.24,IN,1692932199
315,syktyvkar,61.6764,50.8099,8.85,100,100,2.0,RU,1692932200
316,puerto leguizamo,-0.1934,-74.7819,23.59,91,52,1.56,CO,1692932201
317,ancud,-41.8697,-73.8203,5.11,80,60,2.2,CL,1692932203
318,babaeski,41.4325,27.0931,22.54,67,4,1.55,TR,1692932204
319,port shepstone,-30.7414,30.455,16.47,86,100,7.14,ZA,1692932205
320,pangody,65.85,74.4859,9.29,79,15,7.79,RU,1692932206
321,kourou,5.1552,-52.6478,25.03,88,88,2.92,GF,1692932207
322,turpan,42.9333,89.1667,34.49,17,0,2.61,CN,1692932208
323,santa terezinha,-29.9002,-50.0904,12.73,77,1,1.96,BR,1692932210
324,namtsy,62.7161,129.6658,18.34,35,13,4.31,RU,1692932211
325,tidjikja,18.5564,-11.4271,27.07,52,72,1.62,MR,1692932212
326,pemangkat,1.1667,108.9667,26.84,80,99,2.68,ID,1692932214
327,guaduas,5.0669,-74.595,19.77,79,33,1.36,CO,1692932216
328,bathurst,-33.4166,149.5806,18.31,46,1,0.89,AU,1692932152
329,okhotsk,59.3833,143.3,16.97,63,77,2.12,RU,1692932218
330,kampong thom,12.7111,104.8887,30.79,65,100,0.91,KH,1692932219
331,mitchell,43.7094,-98.0298,25.99,83,0,3.09,US,1692931953
332,klyuchi,52.2667,79.1667,20.91,67,100,1.54,RU,1692932222
333,lazaro cardenas,17.9583,-102.2,26.98,78,33,1.48,MX,1692931958
334,trinity beach,-16.7888,145.6968,26.94,60,10,10.8,AU,1692932224
335,urangan,-25.3,152.9,21.05,68,21,7.0,AU,1692932226
336,dolneni,41.4253,21.4547,17.72,77,34,0.98,MK,1692932228
337,ebon,4.582,168.6964,28.75,75,71,2.97,MH,1692932229
338,gadzhiyevo,69.2551,33.3362,7.19,85,73,0.64,RU,1692932230
339,la'ie,21.6477,-157.9253,30.98,68,1,3.13,US,1692932232
340,chibougamau,49.9168,-74.3659,13.79,88,40,1.54,CA,1692932233
341,port blair,11.6667,92.75,28.02,89,75,3.6,IN,1692932234
342,mantua,45.1667,10.7833,27.58,86,93,0.45,IT,1692932235
343,mogocha,53.7333,119.7667,20.55,41,83,0.63,RU,1692932237
344,dunedin,-45.8742,170.5036,15.6,59,20,4.02,NZ,1692931674
345,broken hill,-31.95,141.4333,20.15,23,46,1.99,AU,1692932239
346,severnoye,56.3491,78.3619,13.12,98,100,3.23,RU,1692932240
347,uturoa,-16.7333,-151.4333,25.64,77,9,7.24,PF,1692932242
348,georgetown,5.4112,100.3354,30.96,74,20,2.06,MY,1692932195
349,lincoln,40.8,-96.667,32.23,52,0,1.34,US,1692932078
350,nuku'alofa,-21.1333,-175.2,21.19,83,75,4.63,TO,1692932246
351,zarinsk,53.7074,84.9493,24.41,49,90,4.96,RU,1692932247
352,saint-pierre,-21.3393,55.4781,18.82,63,0,4.12,RE,1692932249
353,hami,42.8,93.45,27.39,27,3,2.3,CN,1692932250
354,pago pago,-14.2781,-170.7025,27.55,94,75,6.17,AS,1692932251
355,kyren,51.6828,102.1408,19.97,57,4,0.55,RU,1692932253
356,ponta delgada,37.7333,-25.6667,20.4,94,75,1.54,PT,1692932254
357,tromso,69.6496,18.957,10.21,87,75,3.09,NO,1692932255
358,kuraymah,18.55,31.85,34.46,30,0,3.71,SD,1692932256
359,cidreira,-30.1811,-50.2056,13.1,69,4,2.36,BR,1692932257
360,santarem,-2.4431,-54.7083,27.07,83,0,2.06,BR,1692932259
361,hola,51.5377,23.1902,14.1,65,99,2.01,PL,1692932260
362,usinsk,65.9939,57.5281,7.22,94,100,5.9,RU,1692932079
363,nagykata,47.4151,19.7441,18.83,62,3,1.46,HU,1692932262
